abbreviation,alt_color,alt_name1,alt_name2,alt_name3,classification,color,conference,id,location_capacity,location_city,location_country_code,location_dome,location_elevation,location_grass,location_latitude,location_longitude,location_name,location_state,location_timezone,location_venue_id,location_year_constructed,location_zip,logo,logos,mascot,school,twitter
,,,,,,,,1000770,,,,,,,,,,,,,,,,,,260th Coast Artillery,
,,,,,,,,1000399,,,,,,,,,,,,,,,,,,26th Infantry,
,,,,,,,,1000633,,,,,,,,,,,,,,,,,,2nd Developmemt Regiment,
,,,,,,,,1000566,,,,,,,,,,,,,,,,,,2nd Texas 132nd Infantry,
,,,,,,,,1000562,,,,,,,,,,,,,,,,,,362nd Infantry,
,,,,,,,,1000677,,,,,,,,,,,,,,,,,,3rd Army Corps,
,,,,,,,,1000549,,,,,,,,,,,,,,,,,,47th Infantry,
,,,,,,,,1000600,,,,,,,,,,,,,,,,,,48th Infantry,
,,,,,,,,1000551,,,,,,,,,,,,,,,,,,7th Infantry,
,,,,,,,,1000668,,,,,,,,,,,,,,,,,,9th Amry Corps,
,,,,,,,,1000817,,,,,,,,,,,,,,,,,,Abilene Field,
,,,,,,,,1000093,,,,,,,,,,,,,,,,,,Active Football Club,
,,,,,,,,1000379,,,,,,,,,,,,,,,,,,Actual Business College,
,,,,,,,,1000173,,,,,,,,,,,,,,,,,,Adelbert,
,,,,,,,,1000872,,,,,,,,,,,,,,,,,,Adelphi,
,,,,,,,,1000654,,,,,,,,,,,,,,,,,,Alabama Medical,
,,,,,,,,1000481,,,,,,,,,,,,,,,,,,Alabama Presbyterian,
,,,,,,,,1000473,,,,,,,,,,,,,,,,,,Alabama Southern,
,,,,Alameda Coast Guard,,,,1000008,,,,,,,,,,,,,,,,,Sea Lions,Alameda Coast Guard,
,,,,,,,,1000869,,,,,,,,,,,,,,,,,,Alameda NAS,
,,,,,,,,1000672,,,,,,,,,,,,,,,,,,Albertson,
,,,,,,,,1000782,,,,,,,,,,,,,,,,,,Albuquerque Field,
,,,,,,,,1000874,,,,,,,,,,,,,,,,,,Alliance,
,,,,,,,,1000512,,,,,,,,,,,,,,,,,,Alma,
,,,,,,,,1000409,,,,,,,,,,,,,,,,,,Altoona A.C.,
,,,,,,,,1000915,,,,,,,,,,,,,,,,,,Alverno College,
,,,,Amarillo Field,,,,1000009,,,,,,,,,,,,,,,,,Sky Giants,Amarillo Field,
,,,,,,,,1000386,,,,,,,,,,,,,,,,,,American,
,,,,,,,,1000684,,,,,,,,,,,,,,,,,,American Legion,
,,,,,,,,1000303,,,,,,,,,,,,,,,,,,American Medical,
,,,,,,,,1000257,,,,,,,,,,,,,,,,,,American Osteopath,
,,,,,,,,1000179,,,,,,,,,,,,,,,,,,Amherst YMCA,
,,,,,,,,1000723,,,,,,,,,,,,,,,,,,Anaconda Anodes,
,,,,,,,,1000469,,,,,,,,,,,,,,,,,,Anderson,
,,,,,,,,1000089,,,,,,,,,,,,,,,,,,Andover,
,,,,,,,,1000740,,,,,,,,,,,,,,,,,,Arizona All-Stars,
,,,,,,,,1000142,,,,,,,,,,,,,,,,,,Armour,
,,,,,,,,1000552,,,,,,,,,,,,,,,,,,Army Ambulance Corps,
,,,,,,,,1000446,,,,,,,,,,,,,,,,,,Athens,
,,,,,,,,1000273,,,,,,,,,,,,,,,,,,Athens A.C.,
,,,,,,,,1000675,,,,,,,,,,,,,,,,,,Atlantic Christian,
,,,,,,,,1000838,,,,,,,,,,,,,,,,,,Atlantic City NAS,
,,,,,,,,1000362,,,,,,,,,,,,,,,,,,Augusta Military Academy,
,,,,,,,,1000347,,,,,,,,,,,,,,,,,,Augustana (South Dakota),
,,,,,,,,1000387,,,,,,,,,,,,,,,,,,Austin,
,,,,,,,,1000212,,,,,,,,,,,,,,,,,,Austin High,
Australia,,,Australia,,,,,1000906,,,,,,,,,,,,,,,,,Australia,Australia,
,,,,,,,,1000547,,,,,,,,,,,,,,,,,,Bailey Military,
,,,,,,,,1000808,,,,,,,,,,,,,,,,,,Bainbridge NTS,
,,,,,,,,1000131,,,,,,,,,,,,,,,,,,Baker,
,,,,,,,,1000637,,,,,,,,,,,,,,,,,,Balboa NTS,
,,,,,,,,1000544,,,,,,,,,,,,,,,,,,Ballard Meteors,
,,,,,,,,1000431,,,,,,,,,,,,,,,,,,Baltimore,
,,,,,,,,1000180,,,,,,,,,,,,,,,,,,Baltimore A.C.,
,,,,,,,,1000140,,,,,,,,,,,,,,,,,,Bankers A.C.,
,,,,,,,,1000845,,,,,,,,,,,,,,,,,,Barksdale Field,
,,,,,,,,1000442,,,,,,,,,,,,,,,,,,Barnes Medical,
,,,,,,,,1000597,,,,,,,,,,,,,,,,,,Barron Field,
,,,,,,,,1000825,,,,,,,,,,,,,,,,,,Beaumont Hospital,
BELHA,#f2a900,,BELHA,Belhaven,iii,#215732,USA South,2056,1200,Jackson,US,False,,,32.2990021,-90.1847691,Belhaven Bowl Stadium,MS,,5802,,39202,http://a.espncdn.com/i/teamlogos/ncaa/500/2056.png,,Blazers,Belhaven,
,,,,,,,,1000408,,,,,,,,,,,,,,,,,,Bellefonte Academy,
,,,,,,,,1000336,,,,,,,,,,,,,,,,,,Bellevue,
,,,,,,,,1000596,,,,,,,,,,,,,,,,,,Belmont A.C.,
,,,,,,,,1000314,,,,,,,,,,,,,,,,,,Beloit High,
BEN,,,BEN,Benedict,,#000000,,2059,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2059.png,,Tigers,Benedict,
,,,,,,,,1000192,,,,,,,,,,,,,,,,,,Bennett Medical,
,,,,,,,,1000857,,,,,,,,,,,,,,,,,,Berg Field,
,,,,,,,,1000849,,,,,,,,,,,,,,,,,,Bergstrom Field,
,,,,,,,,1000112,,,,,,,,,,,,,,,,,,Berkeley A.C.,
,,,,,,,,1000495,,,,,,,,,,,,,,,,,,Bethel,
,,,,,,,,1000288,,,,,,,,,,,,,,,,,,Bingham,
,,,,,,,,1000440,,,,,,,,,,,,,,,,,,Birmingham,
,,,,,,,,1000291,,,,,,,,,,,,,,,,,,Birmingham High,
,,,,,,,,1000893,,,,,,,,,,,,,,,,,,Bishop,
,,,,,,,,1000771,,,,,,,,,,,,,,,,,,Blackland Field,
,,,,,,,,1000468,,,,,,,,,,,,,,,,,,Blountsville Agricultural,
,,,,,,,,1000856,,,,,,,,,,,,,,,,,,Bogue Field,
,,,,,,,,1000882,,,,,,,,,,,,,,,,,,Bolling Field,
,,,,,,,,1000101,,,,,,,,,,,,,,,,,,Boston A.C.,
,,,,,,,,1000119,,,,,,,,,,,,,,,,,,Boston English High,
,,,,,,,,1000117,,,,,,,,,,,,,,,,,,Boston Latin High,
,,,,Boston University,,,,1000010,,,,,,,,,,,,,,,,,Terriers,Boston University,
,,,,,,,,1000280,,,,,,,,,,,,,,,,,,Boulder High,
,,,,,,,,1000213,,,,,,,,,,,,,,,,,,Bradford National Guard,
,,,,Bradley,,,,1000011,,,,,,,,,,,,,,,,,Braves,Bradley,
,,,,,,,,1000881,,,,,,,,,,,,,,,,,,Brandeis,
,,,,,,,,1000401,,,,,,,,,,,,,,,,,,Brayton,
,,,,,,,,1000546,,,,,,,,,,,,,,,,,,Bremerton Navy,
,,,,,,,,1000748,,,,,,,,,,,,,,,,,,Bridgewater,
,,,,,,,,1000072,,,,,,,,,,,,,,,,,,Britannia,
,,,,,,,,1000078,,,,,,,,,,,,,,,,,,British Club of New York,
BRI,,,BRI,,,,,1001013,,,,,,,,,,,,,,,,,British Col,British Columbia,
,,,,,,,,1000929,,,,,,,,,,,,,,,,,,Broaddus College,
,,,,,,,,1000842,,,,,,,,,,,,,,,,,,Brooklyn,
,,,,,,,,1000080,,,,,,,,,,,,,,,,,,Brooklyn Polytechnic Institute,
,,,,,,,,1000814,,,,,,,,,,,,,,,,,,Brooklyn Tigers (NFL),
,,,,,,,,1000795,,,,,,,,,,,,,,,,,,Bryan Field,
,,,,,,,,1000662,,,,,,,,,,,,,,,,,,Bryson,
,,,,,,,,1000378,,,,,,,,,,,,,,,,,,Buckner Business College,
,,,,,,,,1000840,,,,,,,,,,,,,,,,,,Bunker Hill Navy,
,,,,,,,,1000640,,,,,,,,,,,,,,,,,,Burleson,
,,,,,,,,1000271,,,,,,,,,,,,,,,,,,Burlingame A.C.,
,,,,,,,,1000394,,,,,,,,,,,,,,,,,,Butler YMCA,
,,,,,,,,1000162,,,,,,,,,,,,,,,,,,Butte A.C.,
,,,,,,,,1000687,,,,,,,,,,,,,,,,,,California Alumni,
,,,,,,,,1000891,,,,,,,,,,,,,,,,,,California-Riverside,
UCSB,,,UCSB,California-Santa Barbara,,,,1000007,,,,,,,,,,,,,,,,,Gauchos,California-Santa Barbara,
,,,,,,,,1000690,,,,,,,,,,,,,,,,,,California Tech,
,,,,,,,,1000513,,,,,,,,,,,,,,,,,,Cal Poly-Pomona,
,,,,Cal State Fullerton,,,,1000012,,,,,,,,,,,,,,,,,Titans,Cal State Fullerton,
,,,,Cal State Los Angeles,,,,1000013,,,,,,,,,,,,,,,,,Golden Eagles,Cal State Los Angeles,
,,,,,,,,1000887,,,,,,,,,,,,,,,,,,Cal State Northridge,
CAM,,,CAM,,,,,1000917,,,,,,,,,,,,,,,,,Aggies,Cameron,
,,,,,,,,1000147,,,,,,,,,,,,,,,,,,Camp Adams,
,,,,,,,,1000591,,,,,,,,,,,,,,,,,,Camp Baker,
,,,,,,,,1000854,,,,,,,,,,,,,,,,,,Camp Beale,
,,,,,,,,1000846,,,,,,,,,,,,,,,,,,Camp Blanding,
,,,,,,,,1000767,,,,,,,,,,,,,,,,,,Camp Davis,
,,,,,,,,1000567,,,,,,,,,,,,,,,,,,Camp Devens,
,,,,,,,,1000618,,,,,,,,,,,,,,,,,,Camp Dodge,
,,,,,,,,1000575,,,,,,,,,,,,,,,,,,Camp Doniphan,
,,,,,,,,1000217,,,,,,,,,,,,,,,,,,Campello,
,,,,,,,,1000564,,,,,,,,,,,,,,,,,,Camp Funston,
,,,,,,,,1000572,,,,,,,,,,,,,,,,,,Camp Gordon,
,,,,Camp Grant,,,,1000014,,,,,,,,,,,,,,,,,Warriors,Camp Grant,
,,,,,,,,1000626,,,,,,,,,,,,,,,,,,Camp Greene,
,,,,,,,,1000589,,,,,,,,,,,,,,,,,,Camp Greenleaf,
,,,,,,,,1000598,,,,,,,,,,,,,,,,,,Camp Griffin,
,,,,,,,,1000769,,,,,,,,,,,,,,,,,,Camp Haan,
,,,,,,,,1000599,,,,,,,,,,,,,,,,,,Camp Hancock,
,,,,,,,,1000619,,,,,,,,,,,,,,,,,,Camp Harrison,
,,,,,,,,1000879,,,,,,,,,,,,,,,,,,Camp Hood,
,,,,,,,,1000605,,,,,,,,,,,,,,,,,,Camp Humphreys,
,,,,,,,,1000803,,,,,,,,,,,,,,,,,,Camp Kilmer,
,,,,,,,,1000574,,,,,,,,,,,,,,,,,,Camp Lee,
,,,,,,,,1000789,,,,,,,,,,,,,,,,,,Camp Lejeune,
,,,,,,,,1000550,,,,,,,,,,,,,,,,,,Camp Logan,
,,,,,,,,1000559,,,,,,,,,,,,,,,,,,Camp Lyons,
,,,,,,,,1000625,,,,,,,,,,,,,,,,,,Camp Mabry,
,,,,,,,,1000569,,,,,,,,,,,,,,,,,,Camp MacAurthur,
,,,,,,,,1000579,,,,,,,,,,,,,,,,,,Camp MacDowell,
,,,,,,,,1000861,,,,,,,,,,,,,,,,,,Camp Mackall,
,,,,,,,,1000866,,,,,,,,,,,,,,,,,,Camp McClelland,
,,,,,,,,1000353,,,,,,,,,,,,,,,,,,Camp McKinley,
,,,,,,,,1000349,,,,,,,,,,,,,,,,,,Camp McPherson,
,,,,,,,,1000432,,,,,,,,,,,,,,,,,,Camp Meyer,
,,,,,,,,1000900,,,,,,,,,,,,,,,,,,Camp Peary,
,,,,,,,,1000880,,,,,,,,,,,,,,,,,,Camp Pendleton,
,,,,,,,,1000635,,,,,,,,,,,,,,,,,,Camp Perry,
,,,,,,,,1000773,,,,,,,,,,,,,,,,,,Camp Pickett,
,,,,,,,,1000577,,,,,,,,,,,,,,,,,,Camp Pike,
,,,,,,,,1000829,,,,,,,,,,,,,,,,,,Camp Polk,
,,,,,,,,1000250,,,,,,,,,,,,,,,,,,Camp Preble,
,,,,,,,,1000451,,,,,,,,,,,,,,,,,,Camp Russell,
,,,,,,,,1000576,,,,,,,,,,,,,,,,,,Camp Sevier,
,,,,,,,,1000621,,,,,,,,,,,,,,,,,,Camp Shelby,
,,,,,,,,1000573,,,,,,,,,,,,,,,,,,Camp Sherman,
,,,,,,,,1000607,,,,,,,,,,,,,,,,,,Camp Taylor,
,,,,,,,,1000594,,,,,,,,,,,,,,,,,,Camp Travis,
,,,,,,,,1000556,,,,,,,,,,,,,,,,,,Camp Wadsworth,
,,,,,,,,1000068,,,,,,,,,,,,,,,,,,Canada All-Stars,
,,,,,,,,1000706,,,,,,,,,,,,,,,,,,Canisius,
,,,,,,,,1000396,,,,,,,,,,,,,,,,,,Canton A.C.,
,,,,,,,,1000601,,,,,,,,,,,,,,,,,,Carleton-St. Olaf,
,,,,Carlisle,,,,1000015,,,,,,,,,,,,,,,,,Indians,Carlisle,
,,,,,,,,1000670,,,,,,,,,,,,,,,,,,Carlstrom Field,
,,,,,,,,1000692,,,,,,,,,,,,,,,,,,Carroll (Montana),
,,,,,,,,1000580,,,,,,,,,,,,,,,,,,Carruthers Field,
,,,,,,,,1000883,,,,,,,,,,,,,,,,,,Carswell AFB,
,,,,,,,,1000744,,,,,,,,,,,,,,,,,,Casa Blanca Indians,
,,,,,,,,1000156,,,,,,,,,,,,,,,,,,Case,
,,,,,,,,1000429,,,,,,,,,,,,,,,,,,Castle Heights,
,,,,,,,,1000500,,,,,,,,,,,,,,,,,,Catholic,
,,,,Centenary (LA),,,,1000016,,,,,,,,,,,,,,,,,Gents,Centenary (LA),
,,,,,,,,1000702,,,,,,,,,,,,,,,,,,Centerville (Butte),
,,,,,,,,1000309,,,,,,,,,,,,,,,,,,Central Academy,
,,,,,,,,1000506,,,,,,,,,,,,,,,,,,Central (Iowa),
,,,,,,,,1000295,,,,,,,,,,,,,,,,,,Central (Kentucky),
CEN,,,CEN,,,,,1000928,,,,,,,,,,,,,,,,,Mules,Central Missouri,
,,,,,,,,1000526,,,,,,,,,,,,,,,,,,Chamberlain Hunt,
,,,,,,,,1000578,,,,,,,,,,,,,,,,,,Chanute Field,
,,,,,,,,1000390,,,,,,,,,,,,,,,,,,Charles City,
,,,,,,,,1000305,,,,,,,,,,,,,,,,,,Charleston,
,,,,,,,,1000806,,,,,,,,,,,,,,,,,,Charleston Coast Guard,
,,,,,,,,1000479,,,,,,,,,,,,,,,,,,Charleston Navy,
,,,,,,,,1000831,,,,,,,,,,,,,,,,,,Chatham Field,
,,,,,,,,1000666,,,,,,,,,,,,,,,,,,Chemawa,
,,,,,,,,1000826,,,,,,,,,,,,,,,,,,Cherry Point Marines,
,,,,,,,,1000395,,,,,,,,,,,,,,,,,,Cheyenne High,
,,,,,,,,1000109,,,,,,,,,,,,,,,,,,Chicago A.C.,
,,,,,,,,1000185,,,,,,,,,,,,,,,,,,Chicago Alumni,
,,,,,,,,1000263,,,,,,,,,,,,,,,,,,Chicago College,
,,,,,,,,1000287,,,,,,,,,,,,,,,,,,Chicago Dental,
,,,,,,,,1000144,,,,,,,,,,,,,,,,,,Chicago Dining Club,
,,,,,,,,1000267,,,,,,,,,,,,,,,,,,Chicago Medical,
,,,,,,,,1000583,,,,,,,,,,,,,,,,,,Chicago Naval Reserve,
,,,,,,,,1000122,,,,,,,,,,,,,,,,,,Chicago YMCA,
,,,,,,,,1000543,,,,,,,,,,,,,,,,,,Chick Springs Military,
,,,,,,,,1000321,,,,,,,,,,,,,,,,,,Chilocco,
CHOWA,,,CHOWA,Chowan,ii,,Gulf South,2804,5000,Murfreesboro,US,False,18.69116974,,36.434053,-77.098431,Garrison Stadium,TN,,5220,2007,,http://a.espncdn.com/i/teamlogos/ncaa/500/2804.png,,Hawks,Chowan,
,,,,,,,,1000514,,,,,,,,,,,,,,,,,,Christian Brothers,
,,,,,,,,1000066,,,,,,,,,,,,,,,,,,City College of New York,
,,,,,,,,1000699,,,,,,,,,,,,,,,,,,Clarke Memorial,
,,,,,,,,1000268,,,,,,,,,,,,,,,,,,Clarkson,
,,,,,,,,1000535,,,,,,,,,,,,,,,,,,Clemson Freshmen,
,,,,,,,,1000634,,,,,,,,,,,,,,,,,,Cleveland Naval Reserves,
,,,,,,,,1000148,,,,,,,,,,,,,,,,,,C.M.T.S.,
,,,,,,,,1000844,,,,,,,,,,,,,,,,,,College All-Stars,
,,,,,,,,1000344,,,,,,,,,,,,,,,,,,Colorado Alumni,
,,,,,,,,1000330,,,,,,,,,,,,,,,,,,Colorado College Alumni,
,,,,,,,,1000775,,,,,,,,,,,,,,,,,,Colorado Springs Field,
,,,,,,,,1000281,,,,,,,,,,,,,,,,,,Colorado Springs High,
,,,,,,,,1000695,,,,,,,,,,,,,,,,,,Colorado State Freshmen,
,,,,,,,,1000104,,,,,,,,,,,,,,,,,,Columbia A.C.,
,,,,,,,,1000317,,,,,,,,,,,,,,,,,,Columbia Alumni,
,,,,,,,,1000486,,,,,,,,,,,,,,,,,,Columbia College,
,,,,,,,,1000086,,,,,,,,,,,,,,,,,,Columbia Law,
,,,,,,,,1000753,,,,,,,,,,,,,,,,,,Columbia (Oregon),
,,,,,,,,1000318,,,,,,,,,,,,,,,,,,Columbia YMCA,
,,,,,,,,1000375,,,,,,,,,,,,,,,,,,Company I,
,,,,,,,,1000912,,,,,,,,,,,,,,,,,Eagles,Concordia Canada,
,,,,,,,,1000922,,,,,,,,,,,,,,,,,Cobbers,Concordia College (MN),
,,,,,,,,1000110,,,,,,,,,,,,,,,,,,Connecticut Literary,
,,,,,,,,1000206,,,,,,,,,,,,,,,,,,Connecticut-Waterbury,
,,,,,,,,1000421,,,,,,,,,,,,,,,,,,Conway Hall,
,,,,,,,,1000774,,,,,,,,,,,,,,,,,,Corpus Christi NAS,
,,,,,,,,1000235,,,,,,,,,,,,,,,,,,Cortland State,
,,,,,,,,1000656,,,,,,,,,,,,,,,,,,Cotton City A.C.,
,,,,,,,,1000588,,,,,,,,,,,,,,,,,,Crane J.C.,
,,,,Creighton,,,,1000017,,,,,,,,,,,,,,,,,Bluejays,Creighton,
,,,,,,,,1000075,,,,,,,,,,,,,,,,,,Crescent A.C.,
,,,,,,,,1000364,,,,,,,,,,,,,,,,,,Culver,
,,,,,,,,1000793,,,,,,,,,,,,,,,,,,Curtis Bay Coast Guard,
,,,,,,,,1000862,,,,,,,,,,,,,,,,,,Dalhart Field,
,,,,,,,,1000491,,,,,,,,,,,,,,,,,,Dallas,
,,,,,,,,1000331,,,,,,,,,,,,,,,,,,Daniel Baker,
,,,,,,,,1000787,,,,,,,,,,,,,,,,,,Daniel Field,
,,,,,,,,1000507,,,,,,,,,,,,,,,,,,Davis & Elkins,
,,,,,,,,1000139,,,,,,,,,,,,,,,,,,Dean Academy,
,,,,,,,,1000645,,,,,,,,,,,,,,,,,,Decatur Baptist,
,,,,Del Monte Pre-Flight,,,,1000018,,,,,,,,,,,,,,,,,Navyators,Del Monte Pre-Flight,
DU,,,DU,Denver,,,,1000001,,,,,,,,,,,,,,,,,Pioneers,Denver,
,,,,,,,,1000136,,,,,,,,,,,,,,,,,,Denver A.C.,
,,,,,,,,1000464,,,,,,,,,,,,,,,,,,Denver Alumni,
,,,,,,,,1000539,,,,,,,,,,,,,,,,,,Denver Freshmen,
,,,,,,,,1000289,,,,,,,,,,,,,,,,,,Denver Manual High,
,,,,,,,,1000671,,,,,,,,,,,,,,,,,,DePaul,
,,,,,,,,1000269,,,,,,,,,,,,,,,,,,Des Moines,
,,,,,,,,1000239,,,,,,,,,,,,,,,,,,Des Moines Baptist,
,,,,,,,,1000079,,,,,,,,,,,,,,,,,,Detroit A.C.,
,,,,Detroit Mercy,,,,1000019,,,,,,,,,,,,,,,,,Titans,Detroit Mercy,
,,,,,,,,1000277,,,,,,,,,,,,,,,,,,Dickinson Seminary,
,,,,,,,,1000751,,,,,,,,,,,,,,,,,,Dixie,
,,,,,,,,1000215,,,,,,,,,,,,,,,,,,Dixon,
,,,,,,,,1000130,,,,,,,,,,,,,,,,,,Doane,
,,,,,,,,1000415,,,,,,,,,,,,,,,,,,Drake Alumni,
,,,,,,,,1000701,,,,,,,,,,,,,,,,,,Drexel,
,,,,Drury,,,,1000020,,,,,,,,,,,,,,,,,Panthers,Drury,
,,,,,,,,1000176,,,,,,,,,,,,,,,,,,Duquesne A.C.,
,,,,,,,,1000299,,,,,,,,,,,,,,,,,,East Denver High,
,,,,,,,,1000311,,,,,,,,,,,,,,,,,,East Des Moines High,
,,,,,,,,1000739,,,,,,,,,,,,,,,,,,Eastern Arizona J.C.,
,,,,,,,,1000428,,,,,,,,,,,,,,,,,,Eastern (Virginia),
,,,,,,,,1000728,,,,,,,,,,,,,,,,,,Edmond Tech,
,,,,,,,,1000833,,,,,,,,,,,,,,,,,,Edmonton Field,
,,,,,,,,1000899,,,,,,,,,,,,,,,,,,Edward Waters,
,,,,,,,,1000265,,,,,,,,,,,,,,,,,,Elgin Academy,
,,,,,,,,1000167,,,,,,,,,,,,,,,,,,Elizabeth A.C.,
,,,,,,,,1000724,,,,,,,,,,,,,,,,,,Ellensburg,
,,,,,,,,1000850,,,,,,,,,,,,,,,,,,Ellington Field,
,,,,,,,,1000525,,,,,,,,,,,,,,,,,,Ellsworth,
,,,,,,,,1000732,,,,,,,,,,,,,,,,,,El Paso National Guard,
,,,,,,,,1000828,,,,,,,,,,,,,,,,,,El Toro Marines,
,,,,,,,,1000316,,,,,,,,,,,,,,,,,,Emporia College,
England,,,England,,,,,1001015,,,,,,,,,,,,,,,,,England,England,
,,,,,,,,1000707,,,,,,,,,,,,,,,,,,Englewood,
,,,,,,,,1000127,,,,,,,,,,,,,,,,,,Englewood High,
,,,,,,,,1000128,,,,,,,,,,,,,,,,,,Englewood YMCA,
,,,,Erskine,,,,1000021,,,,,,,,,,,,,,,,,The Flying Fleet,Erskine,
,,,,,,,,1000067,,,,,,,,,,,,,,,,,,Eton,
,,,,,,,,1000163,,,,,,,,,,,,,,,,,,Eureka,
,,,,,,,,1000152,,,,,,,,,,,,,,,,,,Evanston High,
,,,,,,,,1000752,,,,,,,,,,,,,,,,,,Evansville,
,,,,,,,,1000090,,,,,,,,,,,,,,,,,,Exeter,
,,,,,,,,1000155,,,,,,,,,,,,,,,,,,F.A.A.,
,,,,Fairfield,,,,1000981,,,,,,,,,,,,,,,,,Stags,Fairfield,
,,,,,,,,1000111,,,,,,,,,,,,,,,,,,Fall River,
,,,,,,,,1000087,,,,,,,,,,,,,,,,,,Falls of Schuylkill,
,,,,,,,,1000859,,,,,,,,,,,,,,,,,,Farragut Navy,
FINL,,,FINL,Finlandia,iii,,Upper Midwest,109418,,,,,,,,,,,,,,,,,Lions,Finlandia University,
,,,,,,,,1000437,,,,,,,,,,,,,,,,,,Fishburne M.A.,
,,,,,,,,1000925,,,,,,,,,,,,,,,,,Bulldogs,Fisk University,
,,,,,,,,1000228,,,,,,,,,,,,,,,,,,Fitchburg YMCA,
,,,,,,,,1000819,,,,,,,,,,,,,,,,,,Fleet City,
,,,,,,,,1000528,,,,,,,,,,,,,,,,,,Florence YMCA,
,,,,,,,,1000508,,,,,,,,,,,,,,,,,,Florida Southern,
,,,,Fort Benning,,,,1000022,,,,,,,,,,,,,,,,,Doughboys,Fort Benning,
,,,,,,,,1000830,,,,,,,,,,,,,,,,,,Fort Bliss,
,,,,,,,,1000689,,,,,,,,,,,,,,,,,,Fort Bragg,
,,,,,,,,1000631,,,,,,,,,,,,,,,,,,Fort Des Moines,
,,,,,,,,1000391,,,,,,,,,,,,,,,,,,Fort Douglas,
,,,,,,,,1000382,,,,,,,,,,,,,,,,,,Fort Ethan Allen,
,,,,,,,,1000643,,,,,,,,,,,,,,,,,,Fort Jackson,
,,,,,,,,1000777,,,,,,,,,,,,,,,,,,Fort Knox,
,,,,,,,,1000476,,,,,,,,,,,,,,,,,,Fort Leavenworth,
,,,,,,,,1000755,,,,,,,,,,,,,,,,,,Fort Lewis College,
,,,,,,,,1000776,,,,,,,,,,,,,,,,,,Fort Monmouth,
,,,,,,,,1000823,,,,,,,,,,,,,,,,,,Fort Monroe,
,,,,,,,,1000628,,,,,,,,,,,,,,,,,,Fort Oglethorpe,
,,,,,,,,1000768,,,,,,,,,,,,,,,,,,Fort Ord,
,,,,,,,,1000827,,,,,,,,,,,,,,,,,,Fort Pierce,
,,,,Fort Riley,,,,1000023,,,,,,,,,,,,,,,,,Centaurs,Fort Riley,
,,,,,,,,1000255,,,,,,,,,,,,,,,,,,Fort Sheridan,
,,,,,,,,1000784,,,,,,,,,,,,,,,,,,Fort Totten,
,,,,Fort Warren,,,,1000024,,,,,,,,,,,,,,,,,Broncos,Fort Warren,
,,,,,,,,1000326,,,,,,,,,,,,,,,,,,Fort Worth,
,,,,,,,,1000612,,,,,,,,,,,,,,,,,,Foundation,
,,,,,,,,1000885,,,,,,,,,,,,,,,,,,Frederick,
,,,,,,,,1000278,,,,,,,,,,,,,,,,,,Freeport High,
,,,,,,,,1000584,,,,,,,,,,,,,,,,,,Fremont Ammuntion,
,,,,,,,,1000868,,,,,,,,,,,,,,,,,,Fresno State JV,
,,,,,,,,1000342,,,,,,,,,,,,,,,,,,Friends,
,,,,,,,,1000818,,,,,,,,,,,,,,,,,,Galveston Field,
,,,,,,,,1000632,,,,,,,,,,,,,,,,,,Garden City,
,,,,,,,,1000363,,,,,,,,,,,,,,,,,,Geneva,
,,,,,,,,1000351,,,,,,,,,,,,,,,,,,Georgetown (Kentucky),
GGA,,,GGA,,,,,1000921,,,,,,,,,,,,,,,,,Tigers,Georgetown (KY),
,,,,George Washington,,,,1000025,,,,,,,,,,,,,,,,,Colonials,George Washington,
,,,,,,,,1000548,,,,,,,,,,,,,,,,,,Georgia B,
,,,,,,,,1000470,,,,,,,,,,,,,,,,,,Georgia Medical,
,,,,Georgia Pre-Flight,,,,1000026,,,,,,,,,,,,,,,,,Skycrackers,Georgia Pre-Flight,
,,,,,,,,1000545,,,,,,,,,,,,,,,,,,Georgia Tech B,
,,,,,,,,1000581,,,,,,,,,,,,,,,,,,Goat Island Navy,
,,,,,,,,1000283,,,,,,,,,,,,,,,,,,Golden High,
,,,,Gonzaga,,,,1000027,,,,,,,,,,,,,,,,,Bulldogs,Gonzaga,
,,,,,,,,1000691,,,,,,,,,,,,,,,,,,Gonzaga Alumni,
,,,,,,,,1000404,,,,,,,,,,,,,,,,,,Gordon,
,,,,,,,,1000244,,,,,,,,,,,,,,,,,,Goshen,
,,,,,,,,1000315,,,,,,,,,,,,,,,,,,Grand Island,
,,,,,,,,1000188,,,,,,,,,,,,,,,,,,Grand Rapids High,
,,,,,,,,1000532,,,,,,,,,,,,,,,,,,Granite High,
,,,,Great Lakes Navy,,,,1000028,,,,,,,,,,,,,,,,,Bluejackets,Great Lakes Navy,
,,,,,,,,1000137,,,,,,,,,,,,,,,,,,Greenfield,
,,,,,,,,1000809,,,,,,,,,,,,,,,,,,Greensboro Field,
,,,,,,,,1000804,,,,,,,,,,,,,,,,,,Greenville Field,
,,,,,,,,1000184,,,,,,,,,,,,,,,,,,Greer,
,,,,,,,,1000240,,,,,,,,,,,,,,,,,,Grinnell Alumni,
,,,,,,,,1000284,,,,,,,,,,,,,,,,,,Grinnell High,
,,,,,,,,1000406,,,,,,,,,,,,,,,,,,Grove City,
,,,,,,,,1000186,,,,,,,,,,,,,,,,,,Hahnemann Medical,
,,,,,,,,1000653,,,,,,,,,,,,,,,,,,Hamilton A.C.,
