conferenceGames,expectedWins,division,conference,year,homeGames,teamId,team,awayGames,total
"{'games': 9, 'wins': 7, 'losses': 2, 'ties': 0}",0,,ACC,2004,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",52,Florida State,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,FBS Independents,2004,"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",2426,Navy,"{'games': 3, 'wins': 2, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 10, 'losses': 2, 'ties': 0}"
"{'games': 9, 'wins': 7, 'losses': 2, 'ties': 0}",0,East,Mid-American,2004,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",193,Miami (OH),"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}","{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,,Ivy,2004,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",159,Dartmouth,"{'games': 3, 'wins': 0, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 1, 'losses': 9, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0,,Patriot,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2230,Fordham,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",0,,MVFC,2004,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",98,Western Kentucky,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,,Atlantic 10,2004,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",311,Maine,"{'games': 3, 'wins': 2, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,Patriot,2004,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",119,Towson,"{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,,OVC,2004,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",2630,UT Martin,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,South,Big 12,2004,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",245,Texas A&M,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,,OVC,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2546,Southeast Missouri State,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",0,East,Mid-American,2004,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",195,Ohio,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 9, 'wins': 2, 'losses': 7, 'ties': 0}",0,,Conference USA,2004,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",349,Army,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,MVFC,2004,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2287,Illinois State,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}"
"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",0,,Southland,2004,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2377,McNeese,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,NEC,2004,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}",2529,Sacred Heart,"{'games': 2, 'wins': 2, 'losses': 0, 'ties': 0}","{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}"
"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",0,,Big South,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2127,Charleston Southern,"{'games': 3, 'wins': 0, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 5, 'losses': 5, 'ties': 0}"
"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",0,,Southland,2004,"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",2617,Stephen F. Austin,"{'games': 3, 'wins': 2, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,,Atlantic 10,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",257,Richmond,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,,ACC,2004,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",258,Virginia,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 8, 'losses': 4, 'ties': 0}"
"{'games': 9, 'wins': 2, 'losses': 7, 'ties': 0}",0,,ACC,2004,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",154,Wake Forest,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",0,,Patriot,2004,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",2083,Bucknell,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",0,,Southland,2004,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",2466,Northwestern State,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 8, 'losses': 4, 'ties': 0}"
"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}",0,,Big South,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2241,Gardner-Webb,"{'games': 3, 'wins': 0, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,Big Sky,2004,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",304,Idaho State,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,FCS Independents,2004,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}",2542,Savannah St,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 2, 'wins': 0, 'losses': 2, 'ties': 0}",0,,FCS Independents,2004,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",253,Southern Utah,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 9, 'wins': 4, 'losses': 5, 'ties': 0}",0,,Big Ten,2004,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",135,Minnesota,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,West,SEC,2004,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",8,Arkansas,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",0,,NEC,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2405,Monmouth,"{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}","{'games': 11, 'wins': 10, 'losses': 1, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,Southern,2004,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",2026,App State,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",0,East,Mid-American,2004,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",276,Marshall,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 6, 'losses': 6, 'ties': 0}"
"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}",0,,Big South,2004,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}",2678,VMI,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 0, 'losses': 11, 'ties': 0}"
"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",0,,Big East,2004,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",103,Boston College,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0,,Mountain West,2004,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2751,Wyoming,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,Southern,2004,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",2747,Wofford,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,West,SWAC,2004,"{'games': 1, 'wins': 1, 'losses': 0, 'ties': 0}",2755,Grambling,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}","{'games': 2, 'wins': 2, 'losses': 0, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,,Atlantic 10,2004,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",227,Rhode Island,"{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 9, 'wins': 4, 'losses': 5, 'ties': 0}",0,,Mountain West,2004,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",252,BYU,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",0,East,Sun Belt,2004,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2433,UL Monroe,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,FCS Independents,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",2506,Presbyterian,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0,North,Big 12,2004,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",66,Iowa State,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",0,East,Mid-American,2004,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2084,Buffalo,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}",0,,Patriot,2004,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",46,Georgetown,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,NEC,2004,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",399,UAlbany,"{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,Big Sky,2004,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",16,Sacramento State,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,West,Conference USA,2005,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}",2655,Tulane,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,Big Sky,2005,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",304,Idaho State,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,,MEAC,2005,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}",47,Howard,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 9, 'wins': 3, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,,NEC,2005,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",2619,Stony Brook,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",0,North,Big 12,2005,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",2306,Kansas State,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,,Big Sky,2005,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",147,Montana State,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,Southern,2005,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2747,Wofford,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",0,,Western Athletic,2005,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",70,Idaho,"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 2, 'losses': 9, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,,Big Ten,2005,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",84,Indiana,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,West,Conference USA,2005,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",242,Rice,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 1, 'losses': 10, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,,Pac-10,2005,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",265,Washington State,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0,,Pioneer,2005,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2166,Davidson,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}"
"{'games': 9, 'wins': 6, 'losses': 3, 'ties': 0}",0,Atlantic,ACC,2005,"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",52,Florida State,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0,,OVC,2005,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2630,UT Martin,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 5, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,,Pioneer,2005,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2413,Morehead State,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 8, 'losses': 4, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",0,,FCS Independents,2005,"{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}",2542,Savannah St,"{'games': 1, 'wins': 0, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 0, 'losses': 11, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0,East,Conference USA,2005,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",151,East Carolina,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,Southern,2005,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",236,Chattanooga,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,MVFC,2005,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",98,Western Kentucky,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,Sun Belt,2005,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}",2229,Florida International,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}",0,,MVFC,2005,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}",282,Indiana State,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 0, 'losses': 11, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0,,Southland,2005,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}",2534,Sam Houston,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 3, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,Atlantic,ACC,2005,"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",152,NC State,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 9, 'wins': 7, 'losses': 2, 'ties': 0}",0,East,SEC,2005,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",61,Georgia,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,Big East,2005,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",221,Pittsburgh,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,East,Mid-American,2005,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",193,Miami (OH),"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}",0,,Big South,2005,"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",2241,Gardner-Webb,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0,West,SEC,2005,"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",2,Auburn,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",0,,Big East,2005,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",277,West Virginia,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}","{'games': 12, 'wins': 11, 'losses': 1, 'ties': 0}"
"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",0,,Southland,2005,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2466,Northwestern State,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 10, 'wins': 5, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,North,Atlantic 10,2005,"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",113,Massachusetts,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}","{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,Coastal,ACC,2005,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",258,Virginia,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,MEAC,2005,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2450,Norfolk State,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 9, 'wins': 4, 'losses': 5, 'ties': 0}"
"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",0,,Southland,2005,"{'games': 3, 'wins': 3, 'losses': 0, 'ties': 0}",2377,McNeese,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,,Big Ten,2005,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",275,Wisconsin,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",0,West,Mid-American,2005,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2649,Toledo,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",0,,Mountain West,2005,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",254,Utah,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0,,Patriot,2005,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",46,Georgetown,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",0,South,Big 12,2005,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",239,Baylor,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,East,Conference USA,2005,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",235,Memphis,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 7, 'losses': 5, 'ties': 0}"
"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",0,,Patriot,2005,"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",322,Lafayette,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 8, 'losses': 4, 'ties': 0}"
"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",0,,MEAC,2005,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2261,Hampton,"{'games': 3, 'wins': 3, 'losses': 0, 'ties': 0}","{'games': 10, 'wins': 9, 'losses': 1, 'ties': 0}"
"{'games': 9, 'wins': 9, 'losses': 0, 'ties': 0}",0,South,Big 12,2005,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",251,Texas,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}","{'games': 13, 'wins': 13, 'losses': 0, 'ties': 0}"
"{'games': 7, 'wins': 0, 'losses': 7, 'ties': 0}",0,,Ivy,2005,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",171,Columbia,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 2, 'losses': 8, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,MVFC,2005,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2623,Missouri State,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}"
